4, 3, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 1, 3, 2, 3, 0, 4, 0, 3, 2, 3, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 1, 3, 2, 3, 0, 4, 0, 3, 2, 3, -1, -1, -100
4, 4, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 0, 4, 0, 3, 2, 3, -1, -1, -100
4, 4, 2, 3, 4, 4, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 0, 4, 0, 3, 2, 3, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 0, 3, -1, -1, -100
4, 4, 2, 3, 4, 4, 2, 3, 0, 4, 0, 3, 2, 3, -1, -1, -100
0, 4, 0, 3, 2, 3, -1, -1, -100
1, 4, 2, 3, 0, 4, 0, 3, 2, 3, -1, -1, -100
1, 3, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 4, 4, 2, 3, 1, 3, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 0, 4, 0, 3, 2, 3, 2, 3, 1, 4, 2, 3, 0, 4, 0, 3, 2, 3, -1, -1, -100
0, 3, -1, -1, -100
1, 4, 2, 3, 1, 4, 2, 3, 0, 3, -1, -1, -100
1, 4, 2, 3, 4, 0, 2, 1, 1, 2, 2, 3, 1, 4, 2, 3, 4, 4, 2, 3, 1, 4, 2, 3, 0, 3, -1, -1, -100
